tconst,originalTitle,startYear,runtimeMinutes,Genre,Director,Writer,Actor
tt2241351,Money Monster,2016,98,Mystery,Jodie Foster,Alan DiFiore,Julia Roberts
tt2241351,Money Monster,2016,98,Mystery,Jodie Foster,Alan DiFiore,Dominic West
tt2241351,Money Monster,2016,98,Mystery,Jodie Foster,Alan DiFiore,Jack O'Connell
tt0258000,Panic Room,2002,112,Crime,David Fincher,David Koepp,Jodie Foster
tt0258000,Panic Room,2002,112,Drama,David Fincher,David Koepp,Jodie Foster
tt0258000,Panic Room,2002,112,Thriller,David Fincher,David Koepp,Jodie Foster
tt0075314,Taxi Driver,1976,114,Crime,Martin Scorsese,Paul Schrader,Jodie Foster
tt0075314,Taxi Driver,1976,114,Drama,Martin Scorsese,Paul Schrader,Jodie Foster
tt0068990,Napoleon and Samantha,1972,92,Adventure,Bernard McEveety,Stewart Raffill,Jodie Foster
tt0068990,Napoleon and Samantha,1972,92,Drama,Bernard McEveety,Stewart Raffill,Jodie Foster
tt0096875,Catchfire,1990,116,Action,Alan Smithee,Rachel Kronstadt Mann,Jodie Foster
tt0096875,Catchfire,1990,116,Comedy,Alan Smithee,Rachel Kronstadt Mann,Jodie Foster
tt0096875,Catchfire,1990,116,Crime,Alan Smithee,Rachel Kronstadt Mann,Jodie Foster
tt0096875,Catchfire,1990,116,Action,Dennis Hopper,Rachel Kronstadt Mann,Jodie Foster
tt0096875,Catchfire,1990,116,Comedy,Dennis Hopper,Rachel Kronstadt Mann,Jodie Foster
tt0096875,Catchfire,1990,116,Crime,Dennis Hopper,Rachel Kronstadt Mann,Jodie Foster
tt0096875,Catchfire,1990,116,Action,Alan Smithee,Ann Louise Bardach,Jodie Foster
tt0096875,Catchfire,1990,116,Comedy,Alan Smithee,Ann Louise Bardach,Jodie Foster
tt0096875,Catchfire,1990,116,Crime,Alan Smithee,Ann Louise Bardach,Jodie Foster
tt0096875,Catchfire,1990,116,Action,Dennis Hopper,Ann Louise Bardach,Jodie Foster
tt0096875,Catchfire,1990,116,Comedy,Dennis Hopper,Ann Louise Bardach,Jodie Foster
